Gene,WT q-value,WT log2 fold change,KRas mutant q-value,KRas mutant log2 fold change,Synthetic Lethal Score
SENP7,0.999996,0.67419172,0.999998,0.292236431,0.381955289
DNAJC18,0.999996,-0.209614235,0.91121,-0.591394433,0.381780198
KRTAP9-8,0.999996,-0.094214598,0.999998,-0.475828574,0.381613976
CCL13,0.999996,0.304979484,0.999998,-0.076579957,0.38155944
FOXO4,0.893762,-0.259840088,0.632214,-0.64123454,0.381394453
S100A1,0.999996,-0.402705014,0.999998,-0.784012028,0.381307014
CIRBP,0.999996,-0.038699444,0.696027,-0.419878859,0.381179415
SLC6A3,0.999996,-0.837980556,0.999998,-1.219124295,0.381143739
OSBP,0.401993,-0.479930792,0.140579,-0.860997647,0.381066855
MRO,0.999996,-0.388706236,0.999998,-0.769314261,0.380608025
EFCAB6,0.584603,-0.536248858,0.621139,-0.916690076,0.380441217
CLEC6A,0.999996,0.365646366,0.999998,-0.014523566,0.380169933
REN,0.999996,-0.727224719,0.999998,-1.107147004,0.379922285
LRRIQ1,0.999996,0.167349154,0.999998,-0.212437238,0.379786392
AP4M1,0.969494,-0.482608255,0.999998,-0.862177773,0.379569518
PCYT2,0.999996,-0.836041744,0.999998,-1.215526318,0.379484574
FAM43B,0.67369,-0.52235156,0.338647,-0.901682797,0.379331238
NPY,0.999996,0.314501503,0.999998,-0.064802437,0.37930394
KDM4A,0.904598,-1.100517074,0.999998,-1.479803239,0.379286165
LHB,0.999996,0.409414456,0.999998,0.030239105,0.379175351
APEH,0.999996,-0.152644372,0.999998,-0.531620997,0.378976625
FRG2B,0.999996,0.187176196,0.999998,-0.191500742,0.378676937
CTRB1,0.999996,-0.102747067,0.999998,-0.48137888,0.378631812
KRTAP4-9,0.999996,-0.291095417,0.999998,-0.669659142,0.378563725
PRPF39,0.999996,-0.422175564,0.999998,-0.800719478,0.378543914
TSHZ3,0.902393,0.1945951,0.757101,-0.183886194,0.378481294
YEATS4,0.812193,-0.838227067,0.4898,-1.216245235,0.378018168
PROX1,0.999996,-0.023840246,0.999998,-0.401781862,0.377941617
SEC24C,0.874079,-0.735338963,0.39619,-1.113271298,0.377932335
COQ6,0.123916,-0.904758041,0.054845,-1.282651089,0.377893048
RNASEH2C,0.189525,0.070450188,0.100418,-0.307331737,0.377781926
CTSK,0.999996,0.320252725,0.999998,-0.057416786,0.377669511
TRA2A,0.999996,0.452051712,0.999998,0.074549765,0.377501947
TMEM261,0.999996,-0.265133589,0.999998,-0.642569395,0.377435806
ZFAT,0.999996,0.475351557,0.999998,0.09806043,0.377291128
WDR34,0.999996,-2.241676175,0.999998,-2.618843234,0.37716706
RAB11FIP2,0.999996,-0.862794966,0.999998,-1.239957375,0.377162409
OGFR,0.999996,0.310802149,0.999998,-0.06634554,0.377147689
FARS2,0.137341,-2.198665676,0.142696,-2.575725133,0.377059457
ATXN1,0.488198,-1.173067269,0.593421,-1.550063848,0.376996579
PABPC3,0.999996,-0.114739938,0.999998,-0.49164776,0.376907823
PRPF38A,0.40198,-1.112072279,0.136774,-1.488910492,0.376838213
C2orf71,0.769435,-0.442895014,0.999998,-0.819687338,0.376792324
NRBP1,0.293726,-0.550039226,0.06029,-0.92679272,0.376753494
SELL,0.999996,0.312721625,0.999998,-0.064015478,0.376737103
FAU,0.015621,-1.751538685,0.012558,-2.128229619,0.376690935
TK1,0.999996,0.139224344,0.999998,-0.237298895,0.376523239
RXRB,0.999996,0.201687872,0.999998,-0.174774228,0.376462101
PLD1,0.999996,0.08276721,0.999998,-0.293681826,0.376449037
VPS37B,0.999996,-0.959485768,0.999998,-1.33589386,0.376408092
SEMA3E,0.999996,-0.176001438,0.999998,-0.552273533,0.376272094
ZSCAN23,0.999996,0.501739407,0.999998,0.125476083,0.376263323
GBP4,0.999996,-0.061329546,0.999998,-0.437487186,0.37615764
RTKN2,0.999996,0.573987652,0.999998,0.197901434,0.376086219
TMEM252,0.999996,0.488958442,0.999998,0.112894973,0.376063468
ZNF625,0.999996,0.079986415,0.999998,-0.295994794,0.375981209
CCDC60,0.999996,0.027655475,0.999998,-0.348278597,0.375934073
C1orf105,0.999996,0.35682662,0.999998,-0.018993245,0.375819865
AP3D1,0.999996,-0.391985738,0.999998,-0.767652423,0.375666684
UTP18,0.013702,0.087794095,0.01388,-0.287791516,0.375585611
NACC2,0.999996,-0.377889399,0.999998,-0.753456763,0.375567364
SCLY,0.999996,-0.313225111,0.744759,-0.688786686,0.375561576
RPH3A,0.999996,0.312267678,0.999998,-0.06327389,0.375541568
CLDN12,0.902226,-0.550556857,0.694598,-0.925938035,0.375381179
MXRA5,0.999996,0.221125842,0.999998,-0.15422574,0.375351582
TMEM128,0.999996,-0.058173762,0.999998,-0.433371823,0.375198061
ASCC2,0.999996,-0.471273131,0.999998,-0.846435989,0.375162858
TPM4,0.999996,0.280496833,0.999998,-0.094636596,0.375133429
METTL12,0.999996,0.462284309,0.999998,0.087151754,0.375132555
AK7,0.999996,0.151905492,0.999998,-0.223189332,0.375094823
C22orf26,0.797049,-0.478695674,0.536297,-0.853559626,0.374863952
RNF150,0.999996,-0.05053086,0.999998,-0.425384642,0.374853782
BAHD1,0.999996,-0.071195893,0.999998,-0.445782553,0.374586659
MMS19,0.031132,-1.087420799,0.018854,-1.461967681,0.374546882
VCX2,0.999996,0.010461985,0.999998,-0.363949097,0.374411082
APH1A,0.999996,0.02643325,0.999998,-0.347962662,0.374395912
PPP1R10,0.028594,-1.307903554,0.099889,-1.682236341,0.374332787
TSR3,0.999996,-2.167785997,0.999998,-2.54208702,0.374301023
AFF2,0.999996,-0.174685551,0.894653,-0.54895732,0.374271769
ATPAF1,0.999996,0.487106418,0.999998,0.112840269,0.374266149
ARL15,0.999996,0.409244106,0.999998,0.035021312,0.374222794
PEX19,0.999996,0.475607078,0.999998,0.101657433,0.373949645
EMB,0.791632,-0.163386519,0.455863,-0.537309113,0.373922594
NUP43,0.930408,-0.446284907,0.193862,-0.820032995,0.373748088
ZFP36L2,0.999996,-0.22082907,0.769985,-0.594502196,0.373673126
RBM19,0.021335,-0.616449561,0.03637,-0.990104544,0.373654983
FAM65A,0.999996,-0.149899148,0.999998,-0.523458167,0.373559019
KRTAP10-10,0.999996,-0.457490798,0.999998,-0.830983887,0.373493089
C2orf44,0.999996,-0.403209072,0.999998,-0.776463607,0.373254535
CXCR1,0.999996,0.4608054,0.999998,0.087806679,0.372998721
LILRA6,0.999996,0.056883944,0.999998,-0.31605223,0.372936174
ASPRV1,0.86542,-0.645600395,0.601835,-1.018454374,0.37285398
ZNF285,0.999996,0.1418844,0.999998,-0.230918389,0.372802789
F2R,0.999996,0.58689495,0.999998,0.214147089,0.372747862
FAM222B,0.552927,-0.484301503,0.756166,-0.856967774,0.37266627
SH3TC1,0.999996,-0.379948717,0.787497,-0.752535541,0.372586824
MTTP,0.999996,0.677866842,0.963801,0.305281232,0.37258561
MTA3,0.999996,0.437574727,0.999998,0.065161248,0.372413479
TRAF7,0.999996,-0.038111536,0.999998,-0.410485213,0.372373677
VIL1,0.999996,-1.351754182,0.999998,-1.724043065,0.372288883
KIAA0101,0.999996,0.227238406,0.999998,-0.145025527,0.372263933
C9orf163,0.120336,-1.272371133,0.022217,-1.644626057,0.372254925
SLC12A7,0.96101,-0.354794519,0.920997,-0.727041332,0.372246813
TOMM20,0.026485,-1.536117475,0.064802,-1.908324576,0.3722071
CUL1,0.07814,-1.850825619,0.133813,-2.223019298,0.37219368
TFAP2D,0.999996,0.615778537,0.999998,0.243796211,0.371982326
RPS15A,0.082145,-3.567352338,0.05977,-3.939206884,0.371854546
ZNF862,0.999996,0.450265342,0.999998,0.078439338,0.371826004
NLGN4X,0.999996,-0.545796207,0.999998,-0.917572278,0.371776071
ALDH1A2,0.999996,0.493580473,0.999998,0.121884652,0.371695821
NUDT3,0.999996,-1.59346127,0.999998,-1.964943321,0.371482051
FAM96B,0.085583,-3.19069517,0.096708,-3.56205863,0.37136346
RABGGTB,0.858339,-1.752387588,0.621097,-2.123688416,0.371300828
STRN4,0.999996,-0.402013521,0.990522,-0.77331259,0.371299069
EMC3,0.213798,-2.278464279,0.4095,-2.649757342,0.371293063
ZNF501,0.999996,-0.080060796,0.999998,-0.450919472,0.370858676
PRKAR2A,0.999996,-0.096420393,0.999998,-0.467239273,0.37081888
ASB7,0.999996,0.438161682,0.999998,0.067637419,0.370524264
C5orf64,0.999996,0.491886757,0.999998,0.121364081,0.370522676
CCNC,0.999996,0.393438368,0.999998,0.023043485,0.370394884
SLC36A1,0.999996,0.117417769,0.999998,-0.252964879,0.370382648
GNB4,0.999996,0.473432757,0.999998,0.103157416,0.370275342
CORO1B,0.776987,-0.582697563,0.794718,-0.952855093,0.37015753
DAPK3,0.565515,-0.619175853,0.350418,-0.989297268,0.370121416
KRTAP19-2,0.999996,0.068192994,0.999998,-0.301924702,0.370117696
NBEAL1,0.999996,0.379099958,0.999998,0.009023726,0.370076232
CUL5,0.999996,0.596321672,0.999998,0.226577226,0.369744446
YIPF7,0.999996,0.472959436,0.999998,0.103283885,0.369675551
ZNF219,0.418165,0.622841261,0.706949,0.253188523,0.369652738
PPY,0.999996,-0.425273094,0.999998,-0.794821513,0.369548419
SLC27A3,0.999996,-0.274879738,0.999998,-0.644401614,0.369521876
HYLS1,0.999996,0.315285001,0.999998,-0.054168038,0.369453039
DGKE,0.999996,-0.604150478,0.852141,-0.973471707,0.369321229
RAB19,0.999996,-0.536942837,0.999998,-0.906067287,0.36912445
SLC5A1,0.999996,-0.284861786,0.999998,-0.653848881,0.368987095
MFSD7,0.546847,0.527199425,0.771548,0.158254531,0.368944894
C4orf33,0.999996,0.489553144,0.999998,0.120617076,0.368936068
TOR1AIP1,0.932981,-0.028716304,0.711705,-0.397578148,0.368861844
RAB5A,0.999996,0.018140435,0.999998,-0.35066309,0.368803525
ATF7,0.999996,-0.364937149,0.814198,-0.73366678,0.368729631
PPM1F,0.999996,0.003891425,0.999998,-0.364743855,0.36863528
CTSF,0.999996,-0.219502949,0.999998,-0.588132669,0.36862972
AP1G2,0.999996,-0.360860205,0.999998,-0.729465164,0.368604959
ZNF730,0.999996,0.261145201,0.999998,-0.107211477,0.368356678
ANKRD40,0.71801,-0.671639911,0.534861,-1.039925746,0.368285835
AGBL1,0.209524,-0.965105234,0.267999,-1.33336125,0.368256016
COA3,0.148612,-0.798772803,0.080156,-1.16702318,0.368250377
MARVELD3,0.999996,0.23605721,0.999998,-0.13213085,0.36818806
CPA3,0.999996,0.475272655,0.999998,0.107154022,0.368118632
FMN1,0.87282,-0.676609498,0.941097,-1.044630781,0.368021283
DSEL,0.999996,0.278933575,0.999998,-0.089007753,0.367941328
TBC1D9,0.999996,0.515208101,0.999998,0.147266829,0.367941272
HLCS,0.999996,-0.329633103,0.999998,-0.697365854,0.367732752
C1S,0.999996,0.269034106,0.999998,-0.098569243,0.367603349
AURKAIP1,0.020388,-1.499779605,0.017123,-1.86723807,0.367458465
ATP5SL,0.999996,-0.219874266,0.999998,-0.587266909,0.367392643
SLC1A5,0.999996,-0.111430408,0.999998,-0.478800477,0.367370069
NUDT11,0.999996,0.432292204,0.999998,0.065007002,0.367285202
SLC43A2,0.561928,-0.387276158,0.065803,-0.7544502,0.367174042
SRPR,0.056573,-1.848209029,0.043967,-2.215157222,0.366948193
TRMT2B,0.999996,-0.952798981,0.999998,-1.319724318,0.366925336
ARNTL,0.999996,0.450057831,0.999998,0.083184468,0.366873363
LSM2,0.246505,-1.265415644,0.141556,-1.632205865,0.366790221
FBXL14,0.886464,-0.383654573,0.743563,-0.750345227,0.366690654
FOXK2,0.999996,-0.073681077,0.499891,-0.440354809,0.366673732
ZNF844,0.999996,-0.10865021,0.999998,-0.475257511,0.366607302
KLK6,0.999996,0.031012852,0.999998,-0.335564399,0.366577252
CLCN1,0.999996,-0.370549311,0.768597,-0.737064135,0.366514824
IGFBP7,0.999996,-0.778923582,0.999998,-1.145337612,0.366414029
MT1F,0.58938,-0.410804633,0.701157,-0.777056103,0.36625147
TFAP2B,0.733818,-0.249586269,0.772592,-0.615816691,0.366230422
FAM115A,0.999996,0.026868539,0.520362,-0.339260842,0.366129381
PTPRO,0.999996,0.582147213,0.999998,0.21609186,0.366055353
MMGT1,0.007952,0.615492615,0.023848,0.249632856,0.365859759
PRDX4,0.999996,0.563738043,0.999998,0.198078995,0.365659048
CD300LB,0.999996,-0.523142195,0.999998,-0.888783635,0.36564144
RHEBL1,0.999996,-0.596934072,0.999998,-0.96255166,0.365617588
TUBB4B,0.951512,-0.440382334,0.535107,-0.805996255,0.365613922
PKD2L2,0.999996,-0.238096931,0.999998,-0.603652784,0.365555853
RPTN,0.999996,0.087344118,0.999998,-0.278110491,0.365454609
MAPK15,0.935365,-0.296748484,0.999998,-0.662162822,0.365414338
TMEM159,0.999996,0.411774141,0.999998,0.046440352,0.365333789
GAL3ST2,0.964305,-0.120107977,0.580257,-0.485355118,0.36524714
ATP1B2,0.999996,0.382638117,0.999998,0.017496909,0.365141208
MIB1,0.999996,-0.042852041,0.999998,-0.407884622,0.365032582
ROPN1B,0.999996,0.556243396,0.999998,0.19130079,0.364942605
APOF,0.999996,-0.014579898,0.999998,-0.379493807,0.364913909
ZSCAN25,0.999996,0.113031809,0.999998,-0.2517023,0.364734109
FAM160A1,0.999996,0.219084005,0.999998,-0.145569695,0.3646537
SAE1,0.018498,-2.821803568,0.009544,-3.186396497,0.364592929
CTSB,0.999996,0.204698232,0.999998,-0.159893842,0.364592074
MELK,0.999996,-0.024055803,0.999998,-0.388585349,0.364529546
SPAG6,0.999996,0.254708448,0.999998,-0.109650077,0.364358526
COQ5,0.841393,-0.495050492,0.225864,-0.858949655,0.363899162
TRMT10A,0.180581,-0.27349211,0.999998,-0.637379616,0.363887507
VPS72,0.167628,0.235760957,0.082025,-0.127880644,0.363641601
KMT2A,0.095832,-0.036009808,0.047424,-0.399634552,0.363624744
ATP6AP1,0.078001,-2.601492824,0.05044,-2.965023269,0.363530444
ZNF845,0.999996,0.718244484,0.999998,0.354804606,0.363439878
RPS10,0.140454,-2.516931852,0.242687,-2.880365201,0.36343335
NDUFC1,0.902524,-0.777919666,0.839862,-1.141340099,0.363420433
SET,0.999996,0.055978715,0.999998,-0.307376742,0.363355457
CAMK1D,0.999996,0.618188794,0.999998,0.255001789,0.363187005
KLHL30,0.999996,-0.202742808,0.999998,-0.565857628,0.36311482
CDO1,0.999996,0.689717938,0.999998,0.326806917,0.362911021
CTAGE1,0.545854,-0.018718961,0.478491,-0.381628657,0.362909696
ANXA2R,0.964752,-0.058751884,0.685839,-0.421628196,0.362876311
STON2,0.999996,-0.066606672,0.999998,-0.429471287,0.362864615
CD2BP2,0.605851,-0.565361488,0.182656,-0.928018298,0.362656811
STARD3NL,0.999996,0.355903536,0.999998,-0.00673921,0.362642746
CCBE1,0.999996,0.430067257,0.999998,0.067545864,0.362521393
TAF7L,0.999996,0.574798618,0.999998,0.212279873,0.362518746
RBM45,0.999996,0.285372629,0.999998,-0.077054529,0.362427158
SLC13A3,0.999996,0.222580456,0.999998,-0.139846262,0.362426718
DIAPH2,0.954652,-0.543886458,0.999998,-0.906312947,0.36242649
TACSTD2,0.999996,0.315151879,0.999998,-0.047123187,0.362275065
C17orf77,0.695367,-0.784599477,0.708348,-1.146847182,0.362247705
PUS3,0.999996,-0.56089776,0.966781,-0.923130853,0.362233092
VSIG1,0.240785,-1.225814887,0.05977,-1.58799298,0.362178093
TRMT61A,0.113367,-2.278657678,0.007595,-2.640793815,0.362136136
DDO,0.999996,0.018824698,0.999998,-0.343275819,0.362100517
HSPA8,0.640594,-2.499689397,0.726906,-2.861668257,0.36197886
INHA,0.999996,-0.422523162,0.11256,-0.784457203,0.36193404
SYNPO2L,0.999996,-0.371323857,0.999998,-0.733200027,0.36187617
IFNG,0.999996,0.442050145,0.999998,0.080205877,0.361844268
CCR9,0.999996,0.427534796,0.999998,0.065709673,0.361825124
FRK,0.999996,0.64362533,0.999998,0.281962327,0.361663003
GOLGA6A,0.115067,-1.310069938,0.179273,-1.671620681,0.361550744
SPDEF,0.999996,-0.219704003,0.999168,-0.581210008,0.361506006
G6PD,0.26745,-0.914549341,0.145122,-1.276024374,0.361475033
TRIM54,0.999996,-1.308148771,0.90161,-1.669583913,0.361435141
B3GALT2,0.999996,0.725009987,0.999998,0.363710016,0.361299971
ATG4D,0.999996,0.09073685,0.999998,-0.270474656,0.361211505
OAZ1,0.999996,-0.341528572,0.290291,-0.702607448,0.361078876
MTL5,0.999996,0.674194787,0.999998,0.313265316,0.360929471
ZNF189,0.999996,0.185267857,0.999998,-0.175531003,0.36079886
MYOZ2,0.999996,-0.4874071,0.999998,-0.848191368,0.360784268
MTSS1,0.584524,-0.270619771,0.999998,-0.631373769,0.360753998
ZNF93,0.999996,0.51135689,0.999998,0.150648241,0.360708649
ARID3C,0.067955,-1.599482992,0.026173,-1.960163381,0.360680389
CEP128,0.999996,-0.077061744,0.999998,-0.43766111,0.360599366
STIP1,0.537695,-0.450317877,0.070181,-0.810908481,0.360590603
LCLAT1,0.999996,0.12008183,0.999998,-0.240495231,0.360577061
BTLA,0.999996,0.646592212,0.999998,0.286317519,0.360274693
UBAP1L,0.999996,-0.626843786,0.999998,-0.987036829,0.360193042
RPL35,0.068315,-2.956584422,0.037413,-3.316774089,0.360189667
ERN1,0.999996,0.168389407,0.999998,-0.191721592,0.360110999
MYF5,0.999996,-0.177933615,0.999998,-0.537996849,0.360063235
TIMMDC1,0.999996,-0.252084929,0.395215,-0.612114285,0.360029356
FH,0.999996,-0.606990942,0.999998,-0.96689774,0.359906797
MYC,0.01317,0.174985586,0.033989,-0.184841116,0.359826702
R3HDM4,0.468127,0.086955344,0.137651,-0.272870199,0.359825542
TAF5L,0.999996,-0.261987239,0.999998,-0.62180305,0.359815811
FAM64A,0.674619,-0.719725857,0.545409,-1.079451632,0.359725775
TRIM16L,0.999996,-0.477805505,0.999998,-0.837414512,0.359609007
UPF2,0.743087,-2.311506633,0.761796,-2.67107657,0.359569936
DNMT1,0.018498,-1.792965306,0.029576,-2.152509666,0.35954436
HIPK3,0.999996,0.12589151,0.999998,-0.233481124,0.359372634
GIPC1,0.546855,-0.513000557,0.578609,-0.872345691,0.359345134
ANKRD24,0.583683,-0.584329025,0.4253,-0.943631266,0.35930224
APBB1IP,0.999996,0.114218864,0.999998,-0.245044194,0.359263058
ZNF578,0.999996,-0.424530467,0.999998,-0.783696885,0.359166418
SUPT6H,0.329912,-1.271252462,0.283156,-1.630355828,0.359103366
HHATL,0.999996,-0.200572653,0.815278,-0.559626936,0.359054284
THTPA,0.610449,-0.629729541,0.646219,-0.988756341,0.3590268
PROSC,0.999996,0.11499044,0.999998,-0.243869304,0.358859744
SHFM1,0.941836,-1.176044744,0.649204,-1.534886131,0.358841387
IGIP,0.999996,-0.084719998,0.999998,-0.443446441,0.358726443
RPL13A,0.009143,-2.961836331,0.011194,-3.320466968,0.358630637
MYO1A,0.999996,0.450140625,0.999998,0.091599088,0.358541536
ZIC2,0.47799,-0.086721247,0.266302,-0.445116673,0.358395426
BANF1,0.002219,-2.441579969,0.003825,-2.799834605,0.358254635
NCAPG2,0.225139,-1.885695739,0.395215,-2.243933314,0.358237575
TBX2,0.07814,-1.061112898,0.059001,-1.419283508,0.35817061
SOCS5,0.999996,0.34569841,0.999998,-0.012366306,0.358064716
ARL8A,0.999996,0.226008988,0.999998,-0.131962044,0.357971031
UNC45A,0.4001,-1.029762087,0.047337,-1.387715775,0.357953688
SSB,0.96101,-0.773616382,0.999998,-1.131513248,0.357896866
GBP3,0.999996,0.473851252,0.999998,0.115979683,0.357871569
PRSS57,0.977233,-0.057015228,0.877093,-0.41485674,0.357841512
FAM198A,0.999996,-0.143254894,0.999998,-0.500890512,0.357635618
ACSF3,0.999996,0.095430315,0.999998,-0.262191296,0.35762161
LOC100996485,0.999996,-0.939095276,0.999998,-1.296578193,0.357482917
CKLF-CMTM1,0.999996,0.183339812,0.999998,-0.174067874,0.357407685
RRP1,0.130776,-1.206439311,0.065401,-1.563731416,0.357292105
FAM134B,0.999996,0.791784214,0.999998,0.434728616,0.357055599
DDX31,0.999996,-0.23442272,0.999998,-0.591420038,0.356997318
GUCA2B,0.999996,-0.241823778,0.999998,-0.598423342,0.356599564
VARS2,0.052015,-3.380298676,0.01339,-3.736879664,0.356580988
NFKB2,0.668742,-0.036530068,0.999998,-0.39303934,0.356509272
SLIT3,0.999996,0.254562667,0.999998,-0.101740454,0.356303121
RFK,0.471035,-1.171759251,0.164661,-1.527591422,0.355832171
FCER1G,0.999996,0.24938948,0.999998,-0.106319752,0.355709232
LINGO3,0.999996,-0.889364696,0.64736,-1.244939828,0.355575132
CANX,0.999996,0.018206442,0.999998,-0.337321273,0.355527715
HDAC6,0.862809,-0.524402793,0.896012,-0.87989233,0.355489537
HSP90AB1,0.999996,-0.214783928,0.999998,-0.570261733,0.355477805
EIF4G2,0.720924,-0.427261988,0.953532,-0.782695392,0.355433404
ZKSCAN2,0.999996,0.379539125,0.999998,0.02414443,0.355394694
PRMT8,0.999996,-0.287223287,0.999998,-0.642602982,0.355379695
PRAMEF5,0.999996,-0.06323517,0.999998,-0.418577378,0.355342208
GRIN2D,0.999996,0.213027097,0.999998,-0.141953993,0.35498109
FAM73A,0.999996,0.43761933,0.999998,0.082758723,0.354860607
TMEM40,0.999996,-0.007023252,0.999998,-0.36168898,0.354665728
TBC1D25,0.999996,-0.936673897,0.999998,-1.291247613,0.354573716
NLRC5,0.999996,0.067518444,0.999998,-0.287023919,0.354542362
PRKACB,0.999996,0.378819487,0.999998,0.024344927,0.35447456
KCTD19,0.999996,-0.252217908,0.999998,-0.606688223,0.354470315
ZP4,0.999996,-0.092442608,0.999998,-0.446766336,0.354323728
FRMD5,0.999996,0.539524418,0.999998,0.185452244,0.354072173
TNFAIP8,0.999996,0.52235347,0.999998,0.168292457,0.354061014
IDH2,0.999996,0.490502574,0.999998,0.136561293,0.353941281
MGARP,0.999996,-0.690313883,0.999998,-1.044252937,0.353939054
TMEM205,0.999996,0.290183433,0.999998,-0.06363101,0.353814442
C2orf27A,0.405965,-1.420649401,0.056594,-1.774291026,0.353641625
CKS2,0.999996,-0.952834255,0.124321,-1.306417324,0.353583069
MFRP,0.841393,-0.224383362,0.962565,-0.577775269,0.353391907
BNIP3,0.999996,-0.216126039,0.953199,-0.569495886,0.353369847
SRRM5,0.999996,-0.124187828,0.999998,-0.477451691,0.353263862
C11orf83,0.763541,-0.314971429,0.74032,-0.668231069,0.35325964
SECTM1,0.999996,0.135192702,0.999998,-0.2180184,0.353211102
YIPF4,0.999996,-0.565624376,0.999998,-0.918823991,0.353199615
MICALL1,0.999996,-0.604960985,0.999998,-0.95812991,0.353168925
RNF19A,0.999996,-0.711792553,0.999998,-1.06486541,0.353072857
INTS12,0.999996,-0.124427072,0.970464,-0.477422545,0.352995473
S100PBP,0.999996,0.30644049,0.999998,-0.046545892,0.352986382
ZFYVE26,0.999996,-1.095780115,0.999998,-1.448703627,0.352923512
RAB20,0.984163,0.003445804,0.999998,-0.349303843,0.352749647
WNT8A,0.999996,0.430464012,0.999998,0.077880444,0.352583568
FASTKD1,0.999996,0.162699036,0.999998,-0.189824995,0.352524031
ZNF28,0.999996,0.103760825,0.999998,-0.248668309,0.352429134
MEAF6,0.08444,0.348472685,0.237837,-0.003928224,0.352400909
EIF3J,0.243348,-1.499367956,0.458155,-1.851759895,0.352391939
WDR5B,0.999996,-0.28027237,0.999998,-0.63258147,0.3523091
CGNL1,0.999996,-0.46011997,0.999998,-0.812421619,0.352301649
FAM35A,0.999996,0.116860596,0.999998,-0.235378101,0.352238697
NOD1,0.999996,-0.539316905,0.999998,-0.891484634,0.35216773
RIIAD1,0.999996,-0.53050842,0.999998,-0.882441164,0.351932744
DPM2,0.770653,-0.914064905,0.60735,-1.26585801,0.351793104
